TextID,URL,Label,totalWordsCount,semanticobjscore,semanticsubjscore,CC,CD,DT,EX,FW,INs,JJ,JJR,JJS,LS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TOs,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,baseform,Quotes,questionmarks,exclamationmarks,fullstops,commas,semicolon,colon,ellipsis,pronouns1st,pronouns2nd,pronouns3rd,compsupadjadv,past,imperative,present3rd,present1st2nd,sentence1st,sentencelast,txtcomplexity,site
Text0769,http://msn.foxsports.com/foxsoccer/championsleague/story/galatasaray-2-1-braga-champions-league-match-report-120512,1,243,11,3,7,30,0,0,34,22,0,0,0,0,76,1,0,15,0,0,0,2,4,0,0,0,0,4,0,0,15,4,5,5,2,0,0,0,0,0,10,0,0,0,9,4,0,0,0,0,0,1,0,15,0,2,5,1,1,22,msn.foxsports.com
Text0770,http://msn.foxsports.com/nascar/story/aj-allmendinger-still-on-long-road-back-to-nascar-012513,1,1670,94,45,33,147,6,60,181,91,5,5,0,14,307,6,0,59,1,0,92,21,97,2,0,11,3,52,0,23,66,40,32,35,63,11,7,0,4,0,59,2,2,4,87,72,1,1,0,17,14,46,12,66,23,63,35,1,1,16,msn.foxsports.com
Text0771,http://msn.foxsports.com/foxsoccer/championsleague/story/juventus-3-0-chelsea-champions-league-review-blues-face-humiliating-exti-112012,1,1003,64,25,12,99,4,19,121,75,4,4,0,15,188,2,0,53,0,5,37,5,56,3,0,3,0,25,0,6,19,13,36,26,36,6,3,0,3,0,32,0,2,0,50,50,2,1,0,2,4,24,11,19,6,36,26,1,1,18,msn.foxsports.com
Text0772,http://www.foxsportswest.com/10/31/12/Lakers-Mavs-Howard-Nash-Kobe-NBA-opener/msn_landing.html?blockID=812421&feedID=3657,1,1268,62,29,24,129,2,12,144,80,3,1,1,9,218,4,0,62,1,4,59,13,52,2,0,5,0,40,0,4,66,26,19,34,29,8,8,2,14,0,34,0,1,0,50,68,0,2,0,11,8,30,6,66,4,29,34,1,1,32,www.foxsportswest.com
Text0773,http://www.dailystar.co.uk/posts/view/299506/Wenger-blows-top-at-critics/,1,622,41,9,7,56,3,17,66,39,2,1,0,2,107,1,0,23,0,3,40,6,27,2,1,4,0,16,0,3,24,16,14,27,26,1,6,0,5,0,16,0,4,0,31,9,0,2,0,7,7,22,6,24,3,26,27,1,1,31,www.dailystar.co.uk
Text0774,http://sportsrighting.com/2013/02/08/what-should-the-ravens-do-with-joe-flacco/,1,1529,76,38,61,178,2,27,139,99,13,4,0,36,295,1,0,62,0,16,68,12,65,3,2,5,0,41,0,15,27,18,13,29,53,7,3,0,7,0,36,0,5,0,59,62,0,9,0,6,10,42,22,27,15,53,29,1,1,23,sportsrighting.com
Text0775,http://www.dailystar.co.uk/posts/view/299325,1,697,49,15,14,67,1,15,88,50,1,2,0,6,152,4,0,50,0,11,18,13,20,1,0,9,0,15,0,1,55,18,15,2,3,1,4,0,4,0,21,0,0,0,28,18,0,0,0,0,0,22,4,55,1,3,2,1,1,23,www.dailystar.co.uk
Text0776,http://msn.foxsports.com/nfl/story/tim-tebow-new-york-jets-owner-woody-johnson-did-not-want-trade-for-qb-012213,1,453,28,6,0,32,0,0,51,32,2,2,0,3,110,2,0,30,0,3,14,7,18,0,0,2,0,14,0,1,15,13,10,9,17,1,4,0,2,0,8,0,3,0,22,22,0,0,0,0,3,9,4,15,1,17,9,1,1,22,msn.foxsports.com
Text0777,http://msn.foxsports.com/collegebasketball/story/recent-surprises-in-unpredictable-college-hoops-world-prove-how-worthless-rankings-are-012613,1,1079,78,22,25,88,0,3,92,92,4,1,0,12,212,2,0,58,0,15,58,12,51,3,1,7,0,22,0,13,47,14,14,28,32,8,7,0,3,0,30,0,3,1,50,51,0,4,0,25,4,26,9,47,13,32,28,1,1,22,msn.foxsports.com
Text0778,http://www.foxsportsdetroit.com/01/27/13/Wolverines-aim-for-No-1-with-win-over-Il/msn_landing.html?blockID=855475&amp;feedID=3701,1,673,42,13,24,65,0,13,65,45,4,1,0,4,148,4,0,38,0,0,22,7,28,1,0,3,11,16,0,4,36,22,9,10,14,3,4,0,5,0,22,17,0,0,43,27,0,0,0,5,2,18,6,36,4,14,10,1,1,14,www.foxsportsdetroit.com
Text0779,http://msn.foxsports.com/foxsoccer/usa/story/alex-morgan-fox-soccer-usa-player-of-the-year-122012,1,1295,57,19,36,107,2,44,124,98,4,4,0,14,243,1,0,56,2,10,62,20,74,2,0,5,11,25,0,9,72,26,20,13,33,2,7,0,7,0,47,15,3,0,91,61,1,2,0,2,4,58,10,72,9,33,13,1,1,13,msn.foxsports.com
Text0780,http://msn.foxsports.com/foxsoccer/usa/story/brad-friedel-planning-for-the-future-tottenham-012413,1,984,57,11,15,87,6,25,104,49,5,5,0,12,167,1,0,27,2,4,57,16,41,3,0,8,0,22,0,9,32,17,20,22,55,5,6,0,13,0,32,0,1,0,55,47,0,0,0,5,12,36,13,32,9,55,22,1,1,28,msn.foxsports.com
Text0781,http://msn.foxsports.com/nfl/story/manti-teo-girlfriend-hoax-tough-questions-will-come-from-nfl-scouts-011813,1,1258,72,24,11,135,2,17,141,81,2,3,0,15,245,8,0,46,3,7,58,15,59,1,0,9,0,29,0,12,44,32,29,29,51,8,12,0,5,0,27,1,0,0,61,36,0,1,0,4,17,30,6,44,12,51,29,1,1,28,msn.foxsports.com
Text0782,http://msn.foxsports.com/foxsoccer/mexico/story/pablo-barrera-return-to-mexican-primera-not-going-to-plan-cruz-azul-mexico-081412,1,1018,64,29,16,90,1,20,134,87,4,2,0,10,251,6,0,55,1,0,30,40,40,4,0,1,0,42,0,6,29,10,15,8,23,0,0,0,2,0,27,0,0,0,34,16,0,0,0,0,0,60,10,29,6,23,8,0,1,28,msn.foxsports.com
Text0783,http://edition.cnn.com/2013/02/21/sport/football/football-abidal-barcelona-liver/index.html?hpt=isp_c2,1,264,14,4,8,22,0,6,32,21,0,0,0,1,79,5,0,10,0,0,5,5,9,0,1,0,3,5,0,0,11,4,9,1,8,0,2,1,1,0,3,5,0,0,15,3,0,3,0,0,0,9,1,11,0,8,1,1,1,15,edition.cnn.com
Text0784,http://msn.foxsports.com/nba/story/new-jersey-nets-avery-johnson-ex-coach-victim-of-expectations-122712,1,1481,70,31,30,158,2,15,148,76,2,8,0,18,262,8,0,67,1,17,60,13,84,3,0,4,0,49,1,11,54,33,30,31,38,5,11,0,10,0,47,0,0,2,61,90,0,1,0,16,11,19,13,54,11,38,31,1,1,32,msn.foxsports.com
Text0785,http://www.foxsportssouthwest.com/01/05/13/Kubiak-needs-to-get-it-together-after-ug/msn_landing.html?amp%3BfeedID=4519&blockID=845413,1,864,52,22,12,80,4,8,85,60,3,2,0,9,169,7,0,59,0,0,29,15,48,0,1,1,6,26,1,3,38,26,10,15,32,3,5,0,9,0,29,7,0,0,54,31,0,5,0,6,5,25,6,38,3,32,15,1,1,16,www.foxsportssouthwest.com
Text0786,http://msn.foxsports.com/nfl/story/scott-pioli-fraud-kansas-city-chiefs-must-go-romeo-crennel-010113,1,1002,52,32,8,92,0,22,94,75,1,4,0,18,222,1,0,70,1,9,51,20,48,1,5,0,0,15,0,9,32,21,20,24,35,2,6,0,2,0,26,0,3,0,71,24,0,2,0,6,5,41,11,32,9,35,24,1,1,14,msn.foxsports.com
Text0787,http://uk.eurosport.yahoo.com/news/golf-preview-players-prepare-lottery-match-play-201342342.html,1,476,32,11,21,40,1,4,57,50,1,1,0,7,121,1,0,27,0,0,13,4,13,1,0,2,3,8,0,3,11,12,9,7,13,1,4,0,1,0,10,12,4,1,23,15,0,1,0,1,2,11,3,11,3,13,7,1,1,15,uk.eurosport.yahoo.com
Text0788,http://msn.foxsports.com/nfl/story/ray-rice-baltimore-ravens-jim-caldwell-afc-championship-approach-to-title-game-011613,1,700,48,20,18,74,1,1,78,42,3,1,0,3,149,5,0,40,1,6,25,6,37,2,0,1,0,17,0,6,22,13,15,14,28,2,2,0,5,0,16,0,0,1,41,20,0,0,0,15,3,6,6,22,6,28,14,1,0,26,msn.foxsports.com
Text0789,http://www.foxsportsflorida.com/01/23/13/NBA-midseason-report-card/msn_landing.html?blockID=853331&feedID=10140,1,1882,91,29,58,186,0,30,189,115,4,14,4,24,383,8,0,116,0,0,48,28,86,1,0,8,6,39,0,15,54,50,38,44,45,5,11,0,11,0,43,2,4,0,110,63,1,33,0,0,4,49,19,54,15,45,44,1,1,16,www.foxsportsflorida.com
Text0790,http://msn.foxsports.com/nascar/story/Brad-Keselowski-champion-Sprint-Cup-Series-needs-right-now-111912,1,870,58,14,24,81,2,20,90,49,4,0,0,4,163,3,0,29,1,3,58,6,44,0,0,6,0,30,0,2,60,30,17,19,14,5,2,0,7,0,31,0,1,0,29,31,0,1,0,12,3,38,4,60,2,14,19,1,1,27,msn.foxsports.com
Text0791,http://www.foxsportssouthwest.com/12/30/12/Romo-simply-just-not-good-enough/landing_cowboys.html?blockID=842427&feedID=4679,1,1175,74,28,17,123,8,10,102,66,1,3,0,7,188,6,0,56,1,3,67,19,75,1,0,8,0,30,0,8,60,30,36,24,47,4,12,0,14,0,39,0,1,0,75,55,1,1,0,9,9,48,5,60,8,47,24,1,1,17,www.foxsportssouthwest.com
Text0792,http://network.yardbarker.com/nhl/article_external/young_stars_leading_the_way_for_blackhawks_dominance/12939502?linksrc=foxrg_home,1,1032,51,13,40,88,1,11,118,76,1,6,0,11,165,11,0,71,0,0,44,18,63,2,0,1,1,24,0,3,14,20,20,29,48,3,4,0,3,0,32,0,1,0,36,52,0,0,0,1,2,42,9,14,3,48,29,1,1,26,network.yardbarker.com
Text0793,http://espn.go.com/womens-college-basketball/story/_/id/8582795/women-college-basketball-elena-delle-donne,1,1357,79,22,43,118,3,38,171,90,6,8,0,11,251,2,0,64,0,0,63,26,61,3,0,6,9,32,0,5,65,35,19,11,40,12,5,0,5,0,46,11,1,0,59,64,4,1,0,4,3,60,17,65,5,40,11,1,1,21,espn.go.com
Text0794,http://www.nba.com/pistons/features/blaha_120112.html,1,856,36,24,17,97,4,13,87,42,3,7,0,4,112,1,0,66,3,0,55,3,63,0,1,1,0,25,0,3,33,17,13,38,20,2,6,0,12,0,36,0,0,0,40,41,0,0,0,7,12,23,11,33,3,20,38,1,1,20,www.nba.com
Text0795,http://msn.foxsports.com/nfl/story/whitlock-nfl-kansas-city-chiefs-fans-anger-directed-toward-gm-owner-not-matt-cassel-100812,1,1275,72,45,31,111,0,25,113,93,0,4,0,8,307,5,0,98,0,19,36,25,50,0,3,3,0,28,0,12,46,25,26,30,37,4,2,0,5,0,40,0,4,0,80,49,0,0,0,4,4,42,7,46,12,37,30,1,1,14,msn.foxsports.com
Text0796,http://msn.foxsports.com/nfl/story/ray-lewis-super-bowl-baltimore-ravens-pulpit-tim-tebow-012513,1,982,45,39,13,87,0,12,117,63,3,1,0,15,177,4,0,55,0,10,53,13,44,2,2,5,0,23,0,9,24,24,20,19,34,7,9,0,9,0,31,0,6,2,51,39,0,2,0,11,9,32,8,24,9,34,19,1,1,17,msn.foxsports.com
Text0797,http://msn.foxsports.com/mlb/story/baseballs-biggest-stars-opting-out-of-world-baseball-classic-team-usa-011613,1,1421,88,36,36,155,2,8,169,88,11,7,0,21,304,3,0,72,0,10,48,24,64,3,0,5,0,31,2,8,25,19,20,24,54,5,7,0,9,0,42,0,2,1,69,69,1,7,0,19,2,37,21,25,8,54,24,1,1,19,msn.foxsports.com
Text0798,http://www.foxsportswisconsin.com/01/13/13/Packers-defense-far-from-Super-Bowl-read/landing_packers.html?blockID=848955&feedID=5059,1,851,77,14,23,99,2,2,95,70,2,6,0,5,165,2,0,75,0,0,17,9,40,1,1,3,0,29,0,0,45,22,15,7,15,3,4,0,6,0,17,0,0,0,40,44,0,1,0,0,0,10,10,45,0,15,7,1,1,19,www.foxsportswisconsin.com
Text0799,http://www.nba.com/pistons/features/blaha_120420.html,1,954,52,22,16,123,3,14,100,52,4,7,0,20,156,1,0,48,1,0,54,3,53,1,2,4,1,32,0,10,20,5,11,36,30,3,14,0,6,0,43,0,0,0,39,33,0,0,0,4,15,30,14,20,10,30,36,1,1,23,www.nba.com
Text0800,http://msn.foxsports.com/nascar/story/New-Sprint-Cup-Series-Gen-6-car-passes-first-on-track-test-at-Daytona-021813,1,665,43,12,16,58,3,20,65,38,2,1,0,12,115,11,0,20,2,1,26,6,55,1,0,6,0,24,0,11,29,12,12,12,13,3,10,0,3,0,15,1,3,3,32,17,0,2,0,9,6,13,4,29,11,13,12,1,1,16,msn.foxsports.com
Text0801,http://msn.foxsports.com/foxsoccer/championsleague/story/gripping-matchups-highlight-champions-league-draw-122012,1,1145,80,29,28,112,2,11,130,93,4,5,0,20,232,4,0,47,0,12,19,11,64,2,2,7,2,23,0,6,27,26,34,5,35,16,6,1,1,0,40,0,1,0,49,68,4,0,0,0,1,3,13,27,6,35,5,1,1,22,msn.foxsports.com
Text0802,http://msn.foxsports.com/nfl/story/washington-redskins-robert-griffin-iii-rg3-should-share-blame-for-playing-hurt-mike-shanahan-010813,1,923,45,20,8,89,1,12,96,64,3,2,0,14,209,2,0,33,1,10,38,26,41,1,1,4,0,24,0,6,53,26,17,9,21,2,6,0,7,0,24,0,1,0,51,28,0,1,0,3,2,46,7,53,6,21,9,1,1,18,msn.foxsports.com
Text0803,http://msn.foxsports.com/nfl/story/athletes-broke-bankruptcy-loses-millions-idea-to-teach-how-to-learn-savings-100512,1,1104,71,22,5,96,1,18,118,90,8,3,0,18,202,2,0,82,2,6,51,20,54,1,0,1,1,33,0,10,39,26,21,33,13,2,5,0,2,0,34,1,2,0,74,27,0,5,0,18,11,19,12,39,10,13,33,1,1,14,msn.foxsports.com
Text0804,http://msn.foxsports.com/nfl/story/epsn-rob-parker-first-take-robert-griffin-iii-racism-controversy-122112,1,1092,54,46,12,104,4,10,106,102,2,0,0,13,247,2,0,62,1,11,29,19,43,1,1,1,0,19,0,12,27,22,23,25,42,5,10,0,5,0,44,0,11,0,59,31,0,0,0,13,5,16,4,27,12,42,25,1,1,15,msn.foxsports.com
Text0805,http://beardedwordslinger.wordpress.com/2013/01/30/wtf-wednesday-the-men-who-killed-the-super-bowl/,1,355,22,11,16,44,0,3,29,26,3,2,0,2,83,0,0,33,1,0,5,1,17,0,0,0,0,9,0,0,9,4,9,7,7,2,3,0,0,0,11,0,3,0,15,14,0,0,0,1,1,3,5,9,0,7,7,1,1,17,beardedwordslinger.wordpress.com
Text0806,http://bet.unibet.com/tennis/atp/2013/02/22/mens-tennis-betting-nishikori-beat-cilic-memphis/165?,1,396,14,8,21,37,2,15,48,32,1,1,0,8,75,1,0,19,0,5,10,6,18,0,0,4,0,11,0,0,11,7,10,3,13,0,1,0,1,0,11,0,0,0,16,5,0,2,0,0,0,11,2,11,0,13,3,1,1,22,bet.unibet.com
Text0807,http://msn.foxsports.com/mlb/story/washington-nationals-make-rafael-soriano-highest-paid-relief-pitcher-add-another-scott-boras-client-011512,1,813,58,16,33,80,1,6,79,60,3,5,0,13,180,2,0,51,0,5,24,9,38,3,1,1,0,16,0,9,17,9,12,18,21,4,3,0,1,0,14,0,2,0,54,33,1,2,0,6,1,19,12,17,9,21,18,1,1,15,msn.foxsports.com
Text0808,http://articles.latimes.com/2011/feb/05/sports/la-sp-0206-heisler-20110206,1,934,40,14,34,70,0,16,101,50,6,1,0,9,200,1,0,47,0,0,33,11,46,4,1,7,6,19,0,6,48,18,11,8,24,3,4,1,5,0,31,10,0,0,48,69,0,3,0,1,1,26,12,48,6,24,8,1,1,18,articles.latimes.com
Text0809,http://msn.foxsports.com/foxsoccer/usa/story/star-goalie-hope-solo-jerramy-stevens-alleged-fight-marriage-hot-mess-111412,1,900,57,22,14,71,4,5,116,74,0,3,0,15,159,9,0,57,0,1,51,8,51,0,1,1,4,15,1,9,22,17,20,18,33,1,8,0,5,0,34,0,4,0,50,33,0,3,0,16,0,36,4,22,9,33,18,1,1,16,msn.foxsports.com
Text0810,http://www.nba.com/pistons/news/pistons-vs-bocats-game-preview-jan-6-2013,1,568,32,10,59,54,1,5,80,29,2,1,0,2,118,5,0,40,0,0,6,10,10,0,0,6,4,9,0,3,20,13,9,7,10,1,2,1,3,0,14,5,0,0,21,17,0,0,0,3,0,7,3,20,3,10,7,1,1,24,www.nba.com
Text0811,http://hangtime.blogs.nba.com/2013/01/22/gasol-and-howard-a-bad-mix-under-dantoni-sound-familiar/,1,754,51,11,36,90,1,6,109,44,4,1,0,13,138,4,0,44,0,6,19,6,57,3,0,3,1,6,0,1,16,6,13,18,15,5,3,0,6,0,22,0,0,0,38,31,0,1,0,1,0,20,8,16,1,15,18,1,1,18,hangtime.blogs.nba.com
Text0812,http://msn.foxsports.com/golf/story/ban-on-anchoring-right-move-putting-nerves-part-of-sport-112712,1,984,65,18,10,111,5,16,107,55,7,3,0,10,155,6,0,66,0,5,34,8,51,1,0,5,0,20,0,11,20,22,22,32,36,6,12,2,3,0,26,0,2,1,43,49,1,1,0,5,1,21,11,20,11,36,32,1,1,37,msn.foxsports.com
Text0813,http://www.foxsportswest.com/01/17/13/In-Westwood-winning-is-the-cure-to-every/landing_ucla.html?amp%3BfeedID=3693&blockID=850707,1,1027,66,23,22,91,0,14,102,65,5,4,0,11,198,2,0,60,2,0,50,11,60,6,1,9,0,32,0,5,38,34,17,18,47,4,6,0,5,0,26,0,2,0,61,45,1,0,0,18,8,17,16,38,5,47,18,1,1,15,www.foxsportswest.com
Text0814,http://msn.foxsports.com/nba/story/espn-stephen-a-smith-n-word-race-racism-skip-bayless-first-take-102612,1,1051,70,36,3,95,1,24,93,79,4,2,0,11,241,7,0,35,2,13,43,15,55,1,0,2,1,19,0,24,33,26,17,26,34,2,2,0,13,0,31,2,9,1,76,41,0,1,0,5,7,27,7,33,24,34,26,1,1,12,msn.foxsports.com
Text0815,http://msn.foxsports.com/wcbk/story/baylor-bears-star-brittney-griner-so-much-more-than-slam-dunks-012313,1,1094,71,13,37,99,1,6,116,78,5,2,0,12,225,0,0,61,1,14,55,17,42,1,3,7,1,13,0,7,34,21,14,16,49,7,12,0,9,0,34,3,1,0,55,56,1,3,0,5,3,52,11,34,7,49,16,1,1,20,msn.foxsports.com
Text0816,http://msn.foxsports.com/ufc/story/ufc-rampage-jackson-moves-on-from-ufc-new-sprt-retirement-012713,1,769,55,14,10,63,1,22,88,50,2,3,0,7,156,6,0,30,0,4,30,12,40,2,1,5,0,18,0,10,43,18,14,9,17,0,10,0,2,0,10,1,2,0,48,29,0,1,0,3,4,26,8,43,10,17,9,1,1,19,msn.foxsports.com
Text0817,http://uk.eurosport.yahoo.com/news/formula-1-williams-launches-fw35-spain-080640705.html,1,482,26,4,14,45,0,7,60,41,3,0,0,1,138,1,0,28,0,0,6,6,12,3,1,2,2,6,0,1,19,9,9,8,7,1,2,1,0,0,10,9,0,0,21,22,0,1,0,0,0,9,7,19,1,7,8,1,1,20,uk.eurosport.yahoo.com
Text0818,http://msn.foxsports.com/nfl/story/houston-texans-lose-afc-divisional-round-again-blown-out-by-patriots-again-gap-widens-frustration-grows-for-city-011313,1,819,44,17,24,91,1,6,85,62,1,0,0,4,172,0,0,47,0,5,28,7,43,1,1,4,0,22,1,3,43,16,11,13,17,3,1,0,6,0,19,0,0,0,43,30,0,0,0,7,1,17,3,43,3,17,13,0,1,26,msn.foxsports.com
Text0819,http://msn.foxsports.com/nba/story/Rajon-Rondo-knee-injury-torn-ACL-Boston-Celtics-future-rebuilding-012713,1,1336,67,29,32,155,1,2,175,88,6,4,3,30,252,6,0,55,0,15,51,9,70,0,1,11,0,35,0,9,24,27,13,27,38,9,5,0,8,0,43,0,0,0,40,63,0,1,0,1,2,38,11,24,9,38,27,1,1,31,msn.foxsports.com
Text0820,http://network.yardbarker.com/nfl/article_external/nate_burleson_to_reggie_bush_come_on_to_detroit/12940270?linksrc=foxrg_home,1,364,19,2,9,29,0,4,32,26,0,0,0,9,91,1,0,18,0,0,15,3,15,0,1,1,0,10,0,3,9,8,2,7,17,1,0,0,0,0,10,0,2,0,15,19,0,1,0,2,3,10,1,9,3,17,7,1,1,19,network.yardbarker.com
Text0821,http://www.foxsportssouthwest.com/12/16/12/Bigger-lessons-can-be-learned-during-Cow/msn_landing.html?blockID=836395&feedID=4519,1,1070,66,36,5,98,9,8,117,61,6,6,0,9,200,2,0,64,1,0,68,18,50,2,1,5,7,26,0,9,45,24,9,31,42,4,17,0,14,0,28,11,4,0,60,46,0,0,0,21,6,36,15,45,9,42,31,1,1,15,www.foxsportssouthwest.com
Text0822,http://www.foxsportswest.com/01/27/13/Lakers-getting-in-sync-with-new-roles/landing_lakers.html?blockID=855485&feedID=7972,1,996,55,20,32,93,0,21,99,58,4,1,0,10,198,4,0,61,0,0,40,16,45,2,1,12,14,24,0,7,31,22,11,32,31,6,6,0,3,0,26,17,1,0,57,37,2,0,0,21,0,25,8,31,7,31,32,1,1,16,www.foxsportswest.com
Text0823,http://blogs.telegraph.co.uk/sport/garethadavies/100026178/ufc-dana-white-hints-at-uk-fixed-date-and-multiple-city-plan-with-new-television-deal/,1,702,40,5,10,81,1,6,88,43,0,1,0,10,162,2,0,29,0,0,32,3,25,1,0,7,0,12,0,3,21,18,14,14,28,3,3,0,5,0,14,3,1,0,28,38,0,0,0,12,1,8,2,21,3,28,14,1,1,22,blogs.telegraph.co.uk
Text0824,http://www.nba.com/pistons/features/amazing_story_101208.html,1,933,46,21,10,82,0,37,94,54,2,3,0,21,140,3,0,32,3,0,71,15,61,1,0,4,1,22,0,12,58,8,12,19,16,4,12,1,9,0,46,0,0,0,41,36,0,0,0,12,13,35,6,58,12,16,19,1,1,21,www.nba.com
Text0825,http://www.nba.com/pistons/features/truebluepistons_130211.html,1,1445,89,18,58,167,3,15,164,103,3,5,0,10,218,6,0,103,0,9,73,17,71,1,0,5,0,31,0,5,89,27,32,20,17,3,8,0,2,0,45,0,0,0,72,56,0,0,0,24,10,42,9,89,5,17,20,0,1,25,www.nba.com
Text0826,http://www.nba.com/pistons/features/blaha_110127.html,1,921,50,24,7,79,1,19,93,43,7,3,0,14,131,1,0,38,1,4,68,22,71,1,0,5,1,30,0,19,28,11,19,28,38,1,7,0,9,0,42,0,0,0,42,25,0,0,0,4,10,49,11,28,19,38,28,1,1,20,www.nba.com
Text0827,http://msn.foxsports.com/fantasy/football/story/2013-outlook-jamaal-charles-drew-brees-tom-brady-01042013,1,2785,180,60,131,262,3,37,327,201,14,12,0,36,550,0,0,200,0,34,41,39,147,5,2,7,0,53,1,15,58,73,38,33,70,8,9,1,7,0,59,0,11,2,118,166,1,7,0,12,18,36,33,58,15,70,33,1,1,20,msn.foxsports.com
Text0828,http://www.foxsportssouth.com/01/20/13/NFC-title-game-further-proof-Jones-has-a/landing_falcons.html?blockID=852255&feedID=4354,1,660,35,9,37,60,1,5,68,42,2,3,0,3,119,1,0,61,0,0,23,16,37,2,0,3,5,19,0,5,38,13,7,8,5,0,3,0,2,0,14,8,0,0,34,37,0,0,0,1,0,28,7,38,5,5,8,1,1,17,www.foxsportssouth.com
Text0829,http://www.foxsportswest.com/11/12/12/Will-DAntoni-escape-Phils-shadow/msn_landing.html?blockID=819029&feedID=3709,1,924,46,13,11,91,1,7,109,49,2,2,0,17,192,2,0,36,0,1,32,16,48,2,1,5,1,20,2,3,36,16,23,7,27,3,11,0,8,0,29,3,5,0,28,48,0,4,0,2,3,23,7,36,3,27,7,1,1,28,www.foxsportswest.com
Text0830,http://www.nba.com/pistons/features/truebluepistons_130214.html,1,1166,62,17,9,93,4,15,122,51,2,0,0,15,187,4,0,55,2,8,95,23,59,5,1,4,0,40,1,10,53,29,22,22,39,2,4,0,8,0,37,0,1,0,50,56,0,0,0,22,16,46,8,53,10,39,22,1,1,38,www.nba.com
Text0831,http://network.yardbarker.com/mlb/article_external/zack_greinke_hates_traffic_looked_into_taking_a_helicopter_to_dodger_stadium/12940306?linksrc=foxrg_home,1,282,16,4,5,30,0,7,33,12,1,0,0,6,65,0,0,10,0,0,11,2,20,0,1,1,0,11,0,2,8,5,4,4,9,3,1,0,0,0,5,0,1,0,14,12,0,0,0,0,1,7,2,8,2,9,4,0,1,16,network.yardbarker.com
Text0832,http://uk.eurosport.yahoo.com/blogs/paul-parker/fixture-fiddling-taking-buzz-game-125741401.html,1,1056,67,19,13,104,6,2,108,87,7,3,0,19,170,7,0,76,1,7,45,6,56,6,0,8,0,22,0,12,23,28,13,18,38,7,5,0,12,0,49,0,6,0,44,38,1,1,0,8,7,13,16,23,12,38,18,1,1,19,uk.eurosport.yahoo.com
Text0833,http://www.wnba.com/features/dunn_dinner_121712.html,1,970,59,24,16,70,0,13,78,81,1,2,0,16,192,6,0,45,0,3,58,11,41,0,0,14,0,25,0,16,53,15,11,10,10,2,3,1,6,0,38,0,3,0,32,73,0,1,0,22,11,17,3,53,16,10,10,1,1,48,www.wnba.com
Text0834,http://msn.foxsports.com/golf/story/tom-watson-a-departure-as-us-ryder-cup-captain-121212,1,1029,50,24,15,86,2,12,113,63,1,5,0,14,208,4,0,47,2,8,52,19,43,1,2,3,2,21,0,8,45,12,23,13,39,3,14,0,2,0,28,8,0,0,51,40,0,2,0,7,1,51,9,45,8,39,13,1,1,23,msn.foxsports.com
Text0835,http://www.foxsportssouth.com/02/21/13/Hawks-avoid-overhaul-keep-Smith-at-deadl/landing_hawks.html?blockID=867745&amp;feedID=4354,1,932,42,16,14,86,1,12,94,58,1,0,0,10,164,1,0,46,0,8,48,12,37,1,0,8,0,32,0,6,41,23,23,26,23,5,11,0,6,0,28,0,0,0,35,39,0,1,0,21,0,24,2,41,6,23,26,1,1,44,www.foxsportssouth.com
Text0836,http://www.nba.com/pistons/features/blaha_121205.html,1,934,58,27,7,101,0,15,93,52,8,3,0,14,150,0,0,31,2,0,82,16,54,3,0,5,0,30,0,11,17,13,10,42,41,2,7,0,8,0,42,0,2,0,45,25,0,1,0,3,34,44,14,17,11,41,42,1,1,19,www.nba.com
Text0837,http://www.foxsportsflorida.com/03/09/13/All-business-for-Heat-now-after-Fridays-/landing_heat.html?blockID=876279&amp;feedID=3722,1,854,51,10,34,99,1,6,83,56,2,3,0,11,185,10,0,57,0,0,19,13,32,1,0,8,8,14,0,4,53,13,20,17,7,9,4,1,4,0,19,15,1,0,49,30,0,0,0,6,3,16,6,53,4,7,17,1,1,16,www.foxsportsflorida.com
Text0838,http://msn.foxsports.com/nba/story/miami-heat-lebron-james-throne-indiana-pacers-paul-george-true-threat-021913,1,1913,126,53,44,203,3,38,157,137,7,8,0,19,457,3,0,97,3,27,55,34,78,4,2,8,0,40,0,24,74,37,24,30,76,4,15,0,7,0,55,4,5,0,137,65,0,5,0,7,4,53,21,74,24,76,30,1,1,13,msn.foxsports.com
Text0839,http://www.football365.com/faves/8431883/F365-s-Defenders-Who-Divide-Opinion...,1,740,38,25,12,73,2,8,101,72,3,3,0,8,162,0,0,46,0,0,14,15,27,0,2,4,0,20,0,1,12,10,26,7,36,3,4,0,1,0,22,0,0,0,23,20,0,0,0,0,0,21,8,12,1,36,7,1,1,29,www.football365.com
Text0840,http://msn.foxsports.com/nfl/story/kansas-city-chiefs-jovan-belcher-suicide-murder-no-reason-to-take-away-rights-120512,1,1064,66,40,6,107,2,10,118,75,5,1,0,6,187,3,0,65,0,0,43,23,64,2,0,10,0,33,0,13,19,28,19,29,46,4,9,0,9,0,33,0,7,0,45,39,0,0,0,29,0,21,8,19,13,46,29,1,1,21,msn.foxsports.com
